"YEAR","MONTH","SUPPLIER","ITEM CODE","ITEM DESCRIPTION","ITEM TYPE","RETAIL SALES","RETAIL TRANSFERS","WAREHOUSE SALES"
"2019","1","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","2.86","5.00","0.00"
"2019","1","A&E INC","331536","CASTELLI MARTINOZZI BRUNELLO - 750ML","WINE","0.00","0.08","0.00"
"2019","1","A&E INC","336202","TENUTE RUBINO SUSUMANIELLO OLTREME 13 - 750ML","WINE","0.08","0.00","0.00"
"2019","1","A I G WINE & SPIRITS","120200","DOM DES FONTANELLE S/BLC - 750ML","WINE","0.00","0.00","0.00"
"2019","1","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","2.00"
"2019","1","A I G WINE & SPIRITS","335452","LES FONTANELLES P/NOIR - 750ML","WINE","0.00","0.00","1.00"
"2019","1","A I G WINE & SPIRITS","189030","DOM DES FONTANELLES MER - 750ML","WINE","0.00","0.00","1.00"
"2019","1","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.24","0.00","0.00"
"2019","1","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","15.53","32.00","125.00"
"2019","1","ALLAGASH BREWING COMPANY","11834","ALLAGASH JAMES BEAN - 1/6K","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","0.67","2.00","8.00"
"2019","1","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","6.00"
"2019","1","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","3.00"
"2019","1","ALLAGASH BREWING COMPANY","50898","ALLAGASH CURIEUX 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","1","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","42.00"
"2019","1","ALLAGASH BREWING COMPANY","60023","ALLAGASH TRIPEL 1/2 KEG","KEGS","0.00","0.00","2.00"
"2019","1","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","8.00"
"2019","1","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","0.00","9.00"
"2019","1","ALLAGASH BREWING COMPANY","62032","ALLAGASH SIXTEEN COUNTIES 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","3.00"
"2019","1","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","1.86","1.00","11.00"
"2019","1","ALLAGASH BREWING COMPANY","12251","ALLAGASH ST KLIPPENSTEIN - 1/6K","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","12002","ALLAGASH INTERLUDE - 1/6K","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","62902","ALLAGASH BON VIEUX TEMPS 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","62903","ALLAGASH BON PICTAVIA 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","62904","ALLAGASH COOLSHIP RESURGAM 375ML","BEER","0.00","0.00","1.00"
"2019","1","ALLAGASH BREWING COMPANY","62905","ALLAGASH PICTAVIA 6/4 NR","BEER","0.00","0.00","2.00"
"2019","1","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.00","1.00","0.00"
"2019","1","ALLIED IMPORTERS USA LTD","345687","DALTON ALMA BORD '14 MEVUSHAL - 750ML","WINE","0.00","0.00","1.00"
"2019","1","ALTITUDE SPIRITS INC","70144","JUNIPER GREEN LONDON DRY GIN - 750ML","LIQUOR","0.17","0.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","0.20","1.00","1.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","0.82","2.00","2.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","1.48","0.00","2.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","1.94","4.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.42","0.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","85150","DAILYS BAHAMA MAMA - 10.0Z","BEER","4.95","4.00","5.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","9.07","(0.08)","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","3.01","3.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","0.24","0.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","1.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","0.32","0.00","0.00"
"2019","1","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.20","1.00","1.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","16.31","14.00","8.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","20.95","23.00","3.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","6.04","5.00","1.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","6.35","4.00","8.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES LIME JUICE - 375ML","NON-ALCOHOL","25.94","19.92","2.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES GRENADINE - 375ML","NON-ALCOHOL","19.66","23.00","5.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","18.94","25.00","5.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.24","0.00","0.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","7.80","10.00","0.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","4.10","4.00","2.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","20.12","18.00","6.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","8.96","5.00","1.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","5.80","12.00","2.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","4.41","8.00","2.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70727","MASTER OF MIXES MOJITO - 1L","NON-ALCOHOL","0.16","(0.58)","0.00"
"2019","1","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","8.44","14.00","1.00"
"2019","1","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","2.13","2.00","0.00"
"2019","1","AMERICAN FIDELITY TRADING","101079","KSARA CUV DU PAPE CHARD - 750ML","WINE","0.00","0.00","0.00"
"2019","1","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.32","1.00","0.00"
"2019","1","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.65","1.00","0.00"
"2019","1","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.99","1.00","0.00"
"2019","1","AMERICAN FIDELITY TRADING","324566","ARAK KSARAK - 750ML","LIQUOR","0.00","0.00","1.00"
"2019","1","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","1.00"
"2019","1","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","3.00"
"2019","1","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","1","ANHEUSER BUSCH INC","97918","STELLA ARTOIS 2/12 NR - 11.2OZ","BEER","449.57","534.00","2,631.00"
"2019","1","ANHEUSER BUSCH INC","56430","OMISSION ULTIMATE 6PK NR","BEER","4.00","6.00","18.00"
"2019","1","ANHEUSER BUSCH INC","97861","SPATEN OKTOBERFEST 4/6 NR - 12OZ","BEER","0.75","0.00","0.00"
"2019","1","ANHEUSER BUSCH INC","97853","SPATEN OPTIMATOR DARK 4/6NR - 12OZ","BEER","12.12","0.00","1.00"
"2019","1","ANHEUSER BUSCH INC","97845","SPATEN PREMIUM LAGER 4/6NR - 12OZ","BEER","27.50","37.00","127.00"
"2019","1","ANHEUSER BUSCH INC","20093","10 BARREL JOE IPA 1/6K","KEGS","0.00","0.00","8.00"
"2019","1","ANHEUSER BUSCH INC","51010","DEVILS BACKBONE STRIPED BASS PALE ALE 2/15PK 12OZ CAN","BEER","0.00","0.00","4.50"
"2019","1","ANHEUSER BUSCH INC","23773","GOOSE ISLAND IPA 4/6 NR - 12OZ","BEER","66.50","98.00","319.00"
"2019","2","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","3.87","2.00","0.00"
"2019","2","A I G WINE & SPIRITS","335452","LES FONTANELLES P/NOIR - 750ML","WINE","0.00","0.00","2.00"
"2019","2","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","7.00"
"2019","2","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.41","0.00","0.00"
"2019","2","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","34.00"
"2019","2","ALLAGASH BREWING COMPANY","62903","ALLAGASH BON PICTAVIA 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","2","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","5.00"
"2019","2","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","3.00"
"2019","2","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","0.68","3.00","8.00"
"2019","2","ALLAGASH BREWING COMPANY","61036","ALLAGASH JAMES BEAN 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","2","ALLAGASH BREWING COMPANY","62905","ALLAGASH PICTAVIA 6/4 NR","BEER","0.00","0.00","5.00"
"2019","2","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","10.00"
"2019","2","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","5.02","5.00","17.00"
"2019","2","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","4.00"
"2019","2","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","0.00","6.00"
"2019","2","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","25.09","22.00","91.00"
"2019","2","ALLAGASH BREWING COMPANY","60023","ALLAGASH TRIPEL 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","2","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.67","0.00","0.00"
"2019","2","ALTITUDE SPIRITS INC","70144","JUNIPER GREEN LONDON DRY GIN - 750ML","LIQUOR","0.08","0.00","0.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","0.00","1.00","1.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","85150","DAILYS BAHAMA MAMA - 10.0Z","BEER","5.06","5.00","2.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","8.44","0.00","0.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","3.01","2.00","1.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.32","0.00","0.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","2.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","0.97","2.00","2.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","0.40","0.00","0.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","0.04","0.00","1.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","0.89","1.00","1.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","0.48","2.00","1.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.53","0.00","0.00"
"2019","2","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","2.22","0.00","1.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","9.62","4.00","0.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","10.88","8.00","0.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","22.44","16.00","1.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","22.86","22.00","8.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","7.27","6.00","7.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","18.90","15.00","5.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","9.62","3.00","0.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.33","0.00","0.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","31.22","28.00","1.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES LIME JUICE - 375ML","NON-ALCOHOL","29.40","26.00","5.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES GRENADINE - 375ML","NON-ALCOHOL","21.89","16.00","9.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","4.96","4.00","6.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","5.52","4.00","2.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","4.76","2.00","1.00"
"2019","2","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","8.61","5.00","0.00"
"2019","2","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.66","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.50","0.00","0.00"
"2019","2","AMERICAN FIDELITY TRADING","44736","ARAK GANTOUS & ABOURAAD - 750ML","LIQUOR","0.00","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","3.10","1.00","0.00"
"2019","2","AMERICAN FIDELITY TRADING","384216","DOM WARDY MER - 750ML","WINE","0.00","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","331528","CLOS ST THOMAS P/NOIR - 750ML","WINE","0.00","0.00","2.00"
"2019","2","AMERICAN FIDELITY TRADING","324647","CLOS ST THOMAS CH RED - 750ML","WINE","0.00","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","2","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","3.00"
"2019","2","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.00","0.00","1.00"
"2019","2","ANHEUSER BUSCH INC","51016","BON & VIV SPIKED SELTZER BLACK CHERRY ROSEMARY 4/6PK 12OZ CAN","BEER","0.00","0.00","12.00"
"2019","2","ANHEUSER BUSCH INC","48977","STELLA ARTOIS 18PK 11.2OZ NR","BEER","0.00","0.00","505.00"
"2019","2","ANHEUSER BUSCH INC","51018","VIRTUE ROSE CIDER 4/6PK 12OZ CAN","BEER","0.00","0.00","47.00"
"2019","2","ANHEUSER BUSCH INC","51019","DEVILS BACKBONE HIBISCUS HARD LEMONADE 4/6PK 12.OZ NR","BEER","0.00","0.00","40.75"
"2019","2","ANHEUSER BUSCH INC","50780","MICHELOB ULTRA 2/12PK 12OZ SLEEK CAN","BEER","0.00","0.00","61.50"
"2019","2","ANHEUSER BUSCH INC","90840","KING COBRA 12/40OZ NR - 40OZ","BEER","0.00","0.00","44.00"
"2019","2","ANHEUSER BUSCH INC","51020","GOOSE ISLAND NEXT COAST IPA 1/2 KEG","KEGS","0.00","0.00","5.00"
"2019","2","ANHEUSER BUSCH INC","50781","NATTY DADDY 2/15PK 12OZ CAN","BEER","0.00","0.00","209.50"
"2019","2","ANHEUSER BUSCH INC","90190","MICHELOB ULTRA 18PK CAN - 12OZ","BEER","0.00","0.00","367.00"
"2019","2","ANHEUSER BUSCH INC","50718","DEVILS BACKBONE TRAIL ANGEL 4/6PK 12OZ NR","BEER","2.00","1.00","18.00"
"2019","2","ANHEUSER BUSCH INC","90867","BUD ICE 30PK CAN - 12OZ","BEER","0.00","0.00","308.00"
"2019","2","ANHEUSER BUSCH INC","51021","DEVILS BACKBONE GOLD LEAF LAGER 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","2","ANHEUSER BUSCH INC","50686","ESTRELLA JALISCO 12PK 24 OZ CAN","BEER","0.00","0.00","25.00"
"2019","2","ANHEUSER BUSCH INC","22935","BUD LIGHT LIME 4/6 NR - 12OZ","BEER","0.00","0.00","173.00"
"2019","2","ANHEUSER BUSCH INC","50719","DEVILS BACKBONE STRIPED BASS 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","2","ANHEUSER BUSCH INC","50721","DEVILS BACKBONE VIENNA LAGER 1/6 KEG","KEGS","0.00","0.00","10.00"
"2019","2","ANHEUSER BUSCH INC","50662","GOOSE ISLAND IPA 15 PK CAN","BEER","1.00","0.00","0.00"
"2019","3","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","2.71","1.00","0.00"
"2019","3","A&E INC","331536","CASTELLI MARTINOZZI BRUNELLO - 750ML","WINE","0.08","0.00","0.00"
"2019","3","A I G WINE & SPIRITS","335452","LES FONTANELLES P/NOIR - 750ML","WINE","0.00","0.00","7.00"
"2019","3","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","3.00"
"2019","3","A I G WINE & SPIRITS","120200","DOM DES FONTANELLE S/BLC - 750ML","WINE","0.00","0.00","6.00"
"2019","3","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.24","0.00","0.00"
"2019","3","ALLAGASH BREWING COMPANY","62903","ALLAGASH BON PICTAVIA 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","3","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","5.00"
"2019","3","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","23.48","25.00","100.00"
"2019","3","ALLAGASH BREWING COMPANY","63409","ALLAGASH COOLSHIP RESURGAM 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","3","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","4.00"
"2019","3","ALLAGASH BREWING COMPANY","63301","ALLAGASH SUN DRIFT 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","3","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","1.00","17.00"
"2019","3","ALLAGASH BREWING COMPANY","63302","ALLAGASH SUN DRIFT 6/4 NR","BEER","0.00","0.00","20.00"
"2019","3","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","2.36","2.00","11.00"
"2019","3","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","4.08","7.00","15.00"
"2019","3","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","7.00"
"2019","3","ALLAGASH BREWING COMPANY","62032","ALLAGASH SIXTEEN COUNTIES 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","3","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","5.00"
"2019","3","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","44.00"
"2019","3","ALLAGASH BREWING COMPANY","62905","ALLAGASH PICTAVIA 6/4 NR","BEER","0.00","0.00","3.00"
"2019","3","ALLIED IMPORTERS USA LTD","341700","CANTINA GIULIANO CHN 14 - 750ML","WINE","0.00","0.00","1.00"
"2019","3","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","1.16","2.00","0.00"
"2019","3","ALLIED IMPORTERS USA LTD","234598","DALTON ALMA SCARLET GSM KOS - 750ML","WINE","0.00","0.00","2.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","2.72","5.00","1.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","0.00","2.00","1.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","2.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","0.64","0.00","1.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","7.91","0.00","0.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","0.73","0.00","0.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.49","0.00","0.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","3.05","4.00","2.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.53","0.00","1.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","2.11","3.00","0.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","85150","DAILYS BAHAMA MAMA - 10.0Z","BEER","6.21","7.00","0.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","0.45","0.00","1.00"
"2019","3","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","4.68","9.00","0.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","78624","MASTER OF MIXES BB-STRAWBERRY - 3L","NON-ALCOHOL","0.17","0.00","0.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","7.50","11.00","8.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","9.68","14.00","3.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","13.65","12.00","0.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","7.08","4.00","1.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","6.43","8.00","1.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES GRENADINE - 375ML","NON-ALCOHOL","29.01","33.00","7.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","26.35","25.00","4.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","5.03","5.00","4.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES LIME JUICE - 375ML","NON-ALCOHOL","35.53","43.00","3.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.49","0.00","0.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","23.82","30.00","5.00"
