"YEAR","MONTH","SUPPLIER","ITEM CODE","ITEM DESCRIPTION","ITEM TYPE","RETAIL SALES","RETAIL TRANSFERS","WAREHOUSE SALES"
"2019","11","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.32","1.00","0.00"
"2019","11","ALLAGASH BREWING COMPANY","50067","ALLAGASH HIVE 56 6/375 ML NR","BEER","0.00","0.00","4.00"
"2019","11","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","0.17","1.00","6.00"
"2019","11","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","1.18","1.00","5.00"
"2019","11","ALLAGASH BREWING COMPANY","68733","ALLAGASH MAP 40 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","11","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","0.85","1.00","11.00"
"2019","11","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","26.37","20.00","95.00"
"2019","11","ALLAGASH BREWING COMPANY","68732","ALLAGASH THE CLOISTER 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","11","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","2.00"
"2019","11","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","35.00"
"2019","11","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","4.00"
"2019","11","ALLAGASH BREWING COMPANY","62028","ALLAGASH FARM TO FACE 375ML","BEER","0.00","0.00","2.00"
"2019","11","ALLAGASH BREWING COMPANY","68448","ALLAGASH NANCY 6/375ML","BEER","0.00","0.00","2.00"
"2019","11","ALLAGASH BREWING COMPANY","62903","ALLAGASH BON PICTAVIA 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","11","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","2.00"
"2019","11","ALLAGASH BREWING COMPANY","63499","ALLAGASH BARREL & BEAN 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","11","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","3.00"
"2019","11","ALLAGASH BREWING COMPANY","62774","ALLAGASH GANACHE 6/375ML","BEER","0.00","0.00","2.00"
"2019","11","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.34","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","WINE","0.00","0.00","2.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","WINE","1.01","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","WINE","0.41","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","WINE","0.04","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","WINE","0.45","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","2.03","0.00","0.00"
"2019","11","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","0.72","1.00","1.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.32","0.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","19.40","18.00","1.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","23.63","20.00","3.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML","NON-ALCOHOL","44.44","41.00","2.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","9.30","9.00","2.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","166661","MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA","NON-ALCOHOL","22.54","26.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","166663","AGALIMA MARGARITA MIX - 1L","NON-ALCOHOL","16.95","16.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","9.40","6.00","1.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","8.74","6.00","1.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","329606","FINEST CALL BLOODY MARY HABANE - 1L","NON-ALCOHOL","0.16","0.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","7.64","7.00","2.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","27.95","29.00","7.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","8.34","7.00","5.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","14.01","13.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","166662","AGALIMA SWEET & SOUR MIX - 1L","NON-ALCOHOL","7.12","7.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES COCKTAIL ESS GRENADINE - 375ML","NON-ALCOHOL","29.83","30.00","1.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","5.77","5.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","8.12","4.00","0.00"
"2019","11","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","24.00","17.00","3.00"
"2019","11","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","3.00"
"2019","11","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.91","1.00","0.00"
"2019","11","AMERICAN FIDELITY TRADING","324647","CLOS ST THOMAS CH RED - 750ML","WINE","0.00","0.00","1.00"
"2019","11","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","4.47","6.00","0.00"
"2019","11","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.48","1.00","0.00"
"2019","11","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","1.00"
"2019","11","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","11","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.91","2.00","0.00"
"2019","11","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","11","AMERICAN FIDELITY TRADING","379816","KSARA PRIURE RED - 750ML","WINE","0.00","0.00","1.00"
"2019","11","ANHEUSER BUSCH INC","25922","RITAS STRAW-BER-RITA 8OZ 12PK CAN","BEER","4.50","2.00","119.00"
"2019","11","ANHEUSER BUSCH INC","26241","SHOCK TOP BELGIUM WHITE 6/4 CANS - 16OZ","BEER","0.00","0.00","39.00"
"2019","11","ANHEUSER BUSCH INC","26194","BUD LIGHT LIME 15/25OZ CAN","BEER","0.00","0.00","72.00"
"2019","11","ANHEUSER BUSCH INC","26242","DEVILS BACKBONE VIENNA LAGER 1/2K","KEGS","0.00","0.00","25.00"
"2019","11","ANHEUSER BUSCH INC","26249","RITAS STRAW-BER-RITA 15/25OZ CAN","BEER","9.68","13.00","247.00"
"2019","11","ANHEUSER BUSCH INC","26252","DEVILS BACKBONE EIGHT POINT IPA 4/6NR - 12OZ","BEER","7.25","4.00","70.00"
"2019","11","ANHEUSER BUSCH INC","26187","STELLA ARTOIS LOOSE NR - 11.2OZ","BEER","468.00","386.00","1,105.00"
"2019","11","ANHEUSER BUSCH INC","25903","GOOSE ISLAND 312 URBAN WHEAT 1/6K","KEGS","0.00","0.00","5.00"
"2019","11","ANHEUSER BUSCH INC","26260","RITAS-LIME-A-RITA 15/25OZ CAN","BEER","7.72","7.00","228.80"
"2019","11","ANHEUSER BUSCH INC","25625","LEFFE BRUNE 4/6NR - 11.2 OZ","BEER","56.29","52.00","127.00"
"2019","11","ANHEUSER BUSCH INC","48921","ELYSIAN DAYGLOW IPA 4/6PK 12OZ CAN","BEER","2.50","4.00","16.00"
"2019","11","ANHEUSER BUSCH INC","48914","GOOSE ISLAND IPA 2/15PK CAN","BEER","1.50","1.00","227.00"
"2019","11","ANHEUSER BUSCH INC","25597","SHOCK TOP LEMON SHANDY 4/6NR - 12OZ","BEER","0.16","0.00","27.00"
"2019","11","ANHEUSER BUSCH INC","25983","OMISSION PALE ALE 4/6 NR - 12OZ","BEER","12.50","8.00","39.00"
"2019","11","ANHEUSER BUSCH INC","25563","RITAS LIME-A-RITA 8OZ 12PK CAN","BEER","13.54","14.00","118.00"
"2019","11","ANHEUSER BUSCH INC","25546","FRANZISKANER WEISSBIER 4/6 NR 12OZ","BEER","34.25","33.00","64.00"
"2019","11","ANHEUSER BUSCH INC","9997","HOEGAARDEN 4/6NR - 12OZ","BEER","80.50","72.00","158.75"
"2019","11","ANHEUSER BUSCH INC","26181","OMISSION IPA 4/6NR - 12OZ","BEER","14.45","15.00","57.00"
"2019","11","ANHEUSER BUSCH INC","25544","SHOCK TOP SEASONAL SAMPLER 2/12NR - 12OZ","BEER","0.50","0.00","0.00"
